Year, Month, Day,     Extent,    Missing, Source Data,hemisphere
1985,8,20,7.19,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850820_n07_v1.1_n.bin'],north
1985,8,22,7.139,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850822_n07_v1.1_n.bin'],north
1985,8,24,7.012,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850824_n07_v1.1_n.bin'],north
1985,8,26,6.907,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850826_n07_v1.1_n.bin'],north
1985,8,28,6.863,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850828_n07_v1.1_n.bin'],north
1985,8,30,6.793,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850830_n07_v1.1_n.bin'],north
1985,9,1,6.724,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850901_n07_v1.1_n.bin'],north
1985,9,3,6.61,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850903_n07_v1.1_n.bin'],north
1985,9,5,6.505,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850905_n07_v1.1_n.bin'],north
1985,9,7,6.496,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850907_n07_v1.1_n.bin'],north
1985,9,9,6.486,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850909_n07_v1.1_n.bin'],north
1985,9,11,6.495,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850911_n07_v1.1_n.bin'],north
1985,9,13,6.558,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850913_n07_v1.1_n.bin'],north
1985,9,15,6.568,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850915_n07_v1.1_n.bin'],north
1985,9,17,6.657,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850917_n07_v1.1_n.bin'],north
1985,9,19,6.725,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850919_n07_v1.1_n.bin'],north
1985,9,21,6.745,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850921_n07_v1.1_n.bin'],north
1985,9,23,6.799,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850923_n07_v1.1_n.bin'],north
1985,9,25,6.993,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850925_n07_v1.1_n.bin'],north
1985,9,27,6.992,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850927_n07_v1.1_n.bin'],north
1985,9,29,7.112,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19850929_n07_v1.1_n.bin'],north
1985,10,1,7.365,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851001_n07_v1.1_n.bin'],north
1985,10,3,7.585,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851003_n07_v1.1_n.bin'],north
1985,10,5,7.642,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851005_n07_v1.1_n.bin'],north
1985,10,7,7.985,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851007_n07_v1.1_n.bin'],north
1985,10,9,8.013,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851009_n07_v1.1_n.bin'],north
1985,10,11,8.129,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851011_n07_v1.1_n.bin'],north
1985,10,13,8.442,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851013_n07_v1.1_n.bin'],north
1985,10,15,8.562,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851015_n07_v1.1_n.bin'],north
1985,10,17,8.708,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851017_n07_v1.1_n.bin'],north
1985,10,19,8.699,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851019_n07_v1.1_n.bin'],north
1985,10,21,8.783,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851021_n07_v1.1_n.bin'],north
1985,10,23,8.959,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851023_n07_v1.1_n.bin'],north
1985,10,25,9.116,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851025_n07_v1.1_n.bin'],north
1985,10,27,9.33,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851027_n07_v1.1_n.bin'],north
1985,10,29,9.566,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851029_n07_v1.1_n.bin'],north
1985,10,31,9.851,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851031_n07_v1.1_n.bin'],north
1985,11,2,10.219,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851102_n07_v1.1_n.bin'],north
1985,11,4,10.238,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851104_n07_v1.1_n.bin'],north
1985,11,6,10.37,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851106_n07_v1.1_n.bin'],north
1985,11,8,10.471,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851108_n07_v1.1_n.bin'],north
1985,11,10,10.47,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851110_n07_v1.1_n.bin'],north
1985,11,12,10.77,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851112_n07_v1.1_n.bin'],north
1985,11,14,10.992,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851114_n07_v1.1_n.bin'],north
1985,11,16,11.083,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851116_n07_v1.1_n.bin'],north
1985,11,18,11.041,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851118_n07_v1.1_n.bin'],north
1985,11,20,11.255,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851120_n07_v1.1_n.bin'],north
1985,11,22,11.442,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851122_n07_v1.1_n.bin'],north
1985,11,24,11.597,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851124_n07_v1.1_n.bin'],north
1985,11,26,11.723,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851126_n07_v1.1_n.bin'],north
1985,11,28,11.77,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851128_n07_v1.1_n.bin'],north
1985,11,30,11.927,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851130_n07_v1.1_n.bin'],north
1985,12,2,12.305,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851202_n07_v1.1_n.bin'],north
1985,12,4,12.314,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851204_n07_v1.1_n.bin'],north
1985,12,6,12.469,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851206_n07_v1.1_n.bin'],north
1985,12,8,12.619,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851208_n07_v1.1_n.bin'],north
1985,12,10,12.734,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851210_n07_v1.1_n.bin'],north
1985,12,12,12.771,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851212_n07_v1.1_n.bin'],north
1985,12,14,12.818,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851214_n07_v1.1_n.bin'],north
1985,12,16,13.065,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851216_n07_v1.1_n.bin'],north
1985,12,18,13.263,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851218_n07_v1.1_n.bin'],north
1985,12,20,13.271,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851220_n07_v1.1_n.bin'],north
1985,12,22,13.45,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851222_n07_v1.1_n.bin'],north
1985,12,24,13.642,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851224_n07_v1.1_n.bin'],north
1985,12,26,13.756,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851226_n07_v1.1_n.bin'],north
1985,12,28,13.571,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851228_n07_v1.1_n.bin'],north
1985,12,30,13.701,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1985/nt_19851230_n07_v1.1_n.bin'],north
1986,1,1,14.036,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860101_n07_v1.1_n.bin'],north
1986,1,3,14.292,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860103_n07_v1.1_n.bin'],north
1986,1,5,14.489,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860105_n07_v1.1_n.bin'],north
1986,1,7,14.533,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860107_n07_v1.1_n.bin'],north
1986,1,9,14.628,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860109_n07_v1.1_n.bin'],north
1986,1,11,14.795,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860111_n07_v1.1_n.bin'],north
1986,1,13,14.901,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860113_n07_v1.1_n.bin'],north
1986,1,15,14.991,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860115_n07_v1.1_n.bin'],north
1986,1,17,14.981,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860117_n07_v1.1_n.bin'],north
1986,1,19,15.159,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860119_n07_v1.1_n.bin'],north
1986,1,21,15.252,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860121_n07_v1.1_n.bin'],north
1986,1,23,15.214,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860123_n07_v1.1_n.bin'],north
1986,1,25,15.322,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860125_n07_v1.1_n.bin'],north
1986,1,27,15.241,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860127_n07_v1.1_n.bin'],north
1986,1,29,15.194,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860129_n07_v1.1_n.bin'],north
1986,1,31,15.206,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860131_n07_v1.1_n.bin'],north
1986,2,2,15.331,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860202_n07_v1.1_n.bin'],north
1986,2,4,15.427,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860204_n07_v1.1_n.bin'],north
1986,2,6,15.546,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860206_n07_v1.1_n.bin'],north
1986,2,8,15.724,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860208_n07_v1.1_n.bin'],north
1986,2,10,15.802,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860210_n07_v1.1_n.bin'],north
1986,2,12,15.845,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860212_n07_v1.1_n.bin'],north
1986,2,14,15.724,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860214_n07_v1.1_n.bin'],north
1986,2,16,15.836,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860216_n07_v1.1_n.bin'],north
1986,2,18,15.949,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860218_n07_v1.1_n.bin'],north
1986,2,20,15.913,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860220_n07_v1.1_n.bin'],north
1986,2,22,15.966,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860222_n07_v1.1_n.bin'],north
1986,2,24,16.008,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860224_n07_v1.1_n.bin'],north
1986,2,26,15.934,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860226_n07_v1.1_n.bin'],north
1986,2,28,15.983,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860228_n07_v1.1_n.bin'],north
1986,3,2,16.02,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860302_n07_v1.1_n.bin'],north
1986,3,4,16.023,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860304_n07_v1.1_n.bin'],north
1986,3,6,16.031,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860306_n07_v1.1_n.bin'],north
1986,3,8,16.084,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860308_n07_v1.1_n.bin'],north
1986,3,10,16.158,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860310_n07_v1.1_n.bin'],north
1986,3,12,16.14,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860312_n07_v1.1_n.bin'],north
1986,3,14,16.018,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860314_n07_v1.1_n.bin'],north
1986,3,16,16.02,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860316_n07_v1.1_n.bin'],north
1986,3,18,15.941,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860318_n07_v1.1_n.bin'],north
1986,3,20,15.791,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860320_n07_v1.1_n.bin'],north
1986,3,22,15.772,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860322_n07_v1.1_n.bin'],north
1986,3,24,15.74,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860324_n07_v1.1_n.bin'],north
1986,3,26,15.672,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860326_n07_v1.1_n.bin'],north
1986,3,28,15.589,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860328_n07_v1.1_n.bin'],north
1986,3,30,15.643,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860330_n07_v1.1_n.bin'],north
1986,4,1,15.636,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860401_n07_v1.1_n.bin'],north
1986,4,3,15.629,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860403_n07_v1.1_n.bin'],north
1986,4,5,15.427,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860405_n07_v1.1_n.bin'],north
1986,4,7,15.302,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860407_n07_v1.1_n.bin'],north
1986,4,9,15.292,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860409_n07_v1.1_n.bin'],north
1986,4,11,15.182,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860411_n07_v1.1_n.bin'],north
1986,4,13,15.13,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860413_n07_v1.1_n.bin'],north
1986,4,15,15.019,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860415_n07_v1.1_n.bin'],north
1986,4,17,15.008,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860417_n07_v1.1_n.bin'],north
1986,4,19,14.872,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860419_n07_v1.1_n.bin'],north
1986,4,21,14.858,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860421_n07_v1.1_n.bin'],north
1986,4,23,14.703,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860423_n07_v1.1_n.bin'],north
1986,4,25,14.681,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860425_n07_v1.1_n.bin'],north
1986,4,27,14.629,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860427_n07_v1.1_n.bin'],north
1986,4,29,14.514,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860429_n07_v1.1_n.bin'],north
1986,5,1,14.275,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860501_n07_v1.1_n.bin'],north
1986,5,3,14.12,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860503_n07_v1.1_n.bin'],north
1986,5,5,13.925,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860505_n07_v1.1_n.bin'],north
1986,5,7,13.81,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860507_n07_v1.1_n.bin'],north
1986,5,9,13.602,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860509_n07_v1.1_n.bin'],north
1986,5,11,13.492,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860511_n07_v1.1_n.bin'],north
1986,5,13,13.424,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860513_n07_v1.1_n.bin'],north
1986,5,15,13.338,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860515_n07_v1.1_n.bin'],north
1986,5,17,13.264,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860517_n07_v1.1_n.bin'],north
1986,5,19,13.215,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860519_n07_v1.1_n.bin'],north
1986,5,21,13.192,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860521_n07_v1.1_n.bin'],north
1986,5,23,13.078,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860523_n07_v1.1_n.bin'],north
1986,5,25,12.977,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860525_n07_v1.1_n.bin'],north
1986,5,27,12.83,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860527_n07_v1.1_n.bin'],north
1986,5,29,12.781,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860529_n07_v1.1_n.bin'],north
