Date,Extent,Year, Month, Day,     Extent_,    Missing, Source Data,hemisphere
7/24/86,9.323,1986,7,24,9.323,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860724_n07_v1.1_n.bin'],north
7/26/86,9.256,1986,7,26,9.256,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860726_n07_v1.1_n.bin'],north
7/28/86,9.111,1986,7,28,9.111,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860728_n07_v1.1_n.bin'],north
7/30/86,8.976,1986,7,30,8.976,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860730_n07_v1.1_n.bin'],north
8/1/86,8.762,1986,8,1,8.762,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860801_n07_v1.1_n.bin'],north
8/3/86,8.649,1986,8,3,8.649,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860803_n07_v1.1_n.bin'],north
8/5/86,8.51,1986,8,5,8.51,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860805_n07_v1.1_n.bin'],north
8/7/86,8.373,1986,8,7,8.373,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860807_n07_v1.1_n.bin'],north
8/9/86,8.2,1986,8,9,8.2,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860809_n07_v1.1_n.bin'],north
8/11/86,8.042,1986,8,11,8.042,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860811_n07_v1.1_n.bin'],north
8/13/86,7.934,1986,8,13,7.934,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860813_n07_v1.1_n.bin'],north
8/15/86,7.912,1986,8,15,7.912,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860815_n07_v1.1_n.bin'],north
8/17/86,7.908,1986,8,17,7.908,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860817_n07_v1.1_n.bin'],north
8/19/86,7.799,1986,8,19,7.799,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860819_n07_v1.1_n.bin'],north
8/21/86,7.706,1986,8,21,7.706,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860821_n07_v1.1_n.bin'],north
8/23/86,7.722,1986,8,23,7.722,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860823_n07_v1.1_n.bin'],north
8/25/86,7.661,1986,8,25,7.661,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860825_n07_v1.1_n.bin'],north
8/27/86,7.577,1986,8,27,7.577,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860827_n07_v1.1_n.bin'],north
8/29/86,7.498,1986,8,29,7.498,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860829_n07_v1.1_n.bin'],north
8/31/86,7.42,1986,8,31,7.42,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860831_n07_v1.1_n.bin'],north
9/2/86,7.229,1986,9,2,7.229,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860902_n07_v1.1_n.bin'],north
9/4/86,7.21,1986,9,4,7.21,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860904_n07_v1.1_n.bin'],north
9/6/86,7.122,1986,9,6,7.122,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860906_n07_v1.1_n.bin'],north
9/8/86,7.192,1986,9,8,7.192,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860908_n07_v1.1_n.bin'],north
9/10/86,7.187,1986,9,10,7.187,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860910_n07_v1.1_n.bin'],north
9/12/86,7.214,1986,9,12,7.214,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860912_n07_v1.1_n.bin'],north
9/14/86,7.3,1986,9,14,7.3,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860914_n07_v1.1_n.bin'],north
9/16/86,7.328,1986,9,16,7.328,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860916_n07_v1.1_n.bin'],north
9/18/86,7.398,1986,9,18,7.398,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860918_n07_v1.1_n.bin'],north
9/20/86,7.443,1986,9,20,7.443,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860920_n07_v1.1_n.bin'],north
9/22/86,7.537,1986,9,22,7.537,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860922_n07_v1.1_n.bin'],north
9/24/86,7.529,1986,9,24,7.529,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860924_n07_v1.1_n.bin'],north
9/26/86,7.724,1986,9,26,7.724,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860926_n07_v1.1_n.bin'],north
9/28/86,7.773,1986,9,28,7.773,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860928_n07_v1.1_n.bin'],north
9/30/86,7.974,1986,9,30,7.974,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19860930_n07_v1.1_n.bin'],north
10/2/86,8.338,1986,10,2,8.338,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861002_n07_v1.1_n.bin'],north
10/4/86,8.659,1986,10,4,8.659,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861004_n07_v1.1_n.bin'],north
10/6/86,8.827,1986,10,6,8.827,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861006_n07_v1.1_n.bin'],north
10/8/86,9.025,1986,10,8,9.025,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861008_n07_v1.1_n.bin'],north
10/10/86,9.12,1986,10,10,9.12,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861010_n07_v1.1_n.bin'],north
10/12/86,9.267,1986,10,12,9.267,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861012_n07_v1.1_n.bin'],north
10/14/86,9.4,1986,10,14,9.4,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861014_n07_v1.1_n.bin'],north
10/16/86,9.528,1986,10,16,9.528,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861016_n07_v1.1_n.bin'],north
10/18/86,9.725,1986,10,18,9.725,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861018_n07_v1.1_n.bin'],north
10/20/86,9.897,1986,10,20,9.897,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861020_n07_v1.1_n.bin'],north
10/22/86,9.986,1986,10,22,9.986,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861022_n07_v1.1_n.bin'],north
10/24/86,10.005,1986,10,24,10.005,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861024_n07_v1.1_n.bin'],north
10/26/86,10.024,1986,10,26,10.024,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861026_n07_v1.1_n.bin'],north
10/28/86,10.141,1986,10,28,10.141,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861028_n07_v1.1_n.bin'],north
10/30/86,10.317,1986,10,30,10.317,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861030_n07_v1.1_n.bin'],north
11/1/86,10.473,1986,11,1,10.473,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861101_n07_v1.1_n.bin'],north
11/3/86,10.506,1986,11,3,10.506,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861103_n07_v1.1_n.bin'],north
11/5/86,10.639,1986,11,5,10.639,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861105_n07_v1.1_n.bin'],north
11/7/86,10.874,1986,11,7,10.874,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861107_n07_v1.1_n.bin'],north
11/9/86,11.03,1986,11,9,11.03,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861109_n07_v1.1_n.bin'],north
11/11/86,11.093,1986,11,11,11.093,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861111_n07_v1.1_n.bin'],north
11/13/86,11.484,1986,11,13,11.484,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861113_n07_v1.1_n.bin'],north
11/15/86,11.741,1986,11,15,11.741,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861115_n07_v1.1_n.bin'],north
11/17/86,11.735,1986,11,17,11.735,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861117_n07_v1.1_n.bin'],north
11/19/86,11.796,1986,11,19,11.796,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861119_n07_v1.1_n.bin'],north
11/21/86,11.832,1986,11,21,11.832,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861121_n07_v1.1_n.bin'],north
11/23/86,11.959,1986,11,23,11.959,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861123_n07_v1.1_n.bin'],north
11/25/86,12.142,1986,11,25,12.142,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861125_n07_v1.1_n.bin'],north
11/27/86,12.227,1986,11,27,12.227,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861127_n07_v1.1_n.bin'],north
11/29/86,12.268,1986,11,29,12.268,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861129_n07_v1.1_n.bin'],north
12/1/86,12.591,1986,12,1,12.591,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861201_n07_v1.1_n.bin'],north
12/3/86,12.649,1986,12,3,12.649,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861203_n07_v1.1_n.bin'],north
12/5/86,12.717,1986,12,5,12.717,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861205_n07_v1.1_n.bin'],north
12/7/86,12.775,1986,12,7,12.775,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861207_n07_v1.1_n.bin'],north
12/9/86,12.822,1986,12,9,12.822,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861209_n07_v1.1_n.bin'],north
12/11/86,12.88,1986,12,11,12.88,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861211_n07_v1.1_n.bin'],north
12/13/86,12.903,1986,12,13,12.903,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861213_n07_v1.1_n.bin'],north
12/15/86,13.03,1986,12,15,13.03,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861215_n07_v1.1_n.bin'],north
12/17/86,13.17,1986,12,17,13.17,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861217_n07_v1.1_n.bin'],north
12/19/86,13.373,1986,12,19,13.373,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861219_n07_v1.1_n.bin'],north
12/21/86,13.523,1986,12,21,13.523,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861221_n07_v1.1_n.bin'],north
12/23/86,13.672,1986,12,23,13.672,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861223_n07_v1.1_n.bin'],north
12/25/86,13.695,1986,12,25,13.695,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861225_n07_v1.1_n.bin'],north
12/27/86,13.766,1986,12,27,13.766,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861227_n07_v1.1_n.bin'],north
12/29/86,13.904,1986,12,29,13.904,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861229_n07_v1.1_n.bin'],north
12/31/86,14.089,1986,12,31,14.089,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1986/nt_19861231_n07_v1.1_n.bin'],north
1/2/87,14.305,1987,1,2,14.305,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870102_n07_v1.1_n.bin'],north
1/4/87,14.417,1987,1,4,14.417,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870104_n07_v1.1_n.bin'],north
1/6/87,14.515,1987,1,6,14.515,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870106_n07_v1.1_n.bin'],north
1/8/87,14.688,1987,1,8,14.688,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870108_n07_v1.1_n.bin'],north
1/10/87,14.692,1987,1,10,14.692,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870110_n07_v1.1_n.bin'],north
1/12/87,14.771,1987,1,12,14.771,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870112_n07_v1.1_n.bin'],north
1/14/87,14.732,1987,1,14,14.732,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870114_n07_v1.1_n.bin'],north
1/16/87,14.797,1987,1,16,14.797,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870116_n07_v1.1_n.bin'],north
1/18/87,14.943,1987,1,18,14.943,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870118_n07_v1.1_n.bin'],north
1/20/87,15.022,1987,1,20,15.022,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870120_n07_v1.1_n.bin'],north
1/22/87,15.299,1987,1,22,15.299,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870122_n07_v1.1_n.bin'],north
1/24/87,15.408,1987,1,24,15.408,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870124_n07_v1.1_n.bin'],north
1/26/87,15.55,1987,1,26,15.55,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870126_n07_v1.1_n.bin'],north
1/28/87,15.621,1987,1,28,15.621,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870128_n07_v1.1_n.bin'],north
1/30/87,15.787,1987,1,30,15.787,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870130_n07_v1.1_n.bin'],north
2/1/87,15.81,1987,2,1,15.81,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870201_n07_v1.1_n.bin'],north
2/3/87,15.898,1987,2,3,15.898,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870203_n07_v1.1_n.bin'],north
2/5/87,15.877,1987,2,5,15.877,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870205_n07_v1.1_n.bin'],north
2/7/87,15.94,1987,2,7,15.94,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870207_n07_v1.1_n.bin'],north
2/9/87,15.934,1987,2,9,15.934,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870209_n07_v1.1_n.bin'],north
2/11/87,15.9,1987,2,11,15.9,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870211_n07_v1.1_n.bin'],north
2/13/87,15.952,1987,2,13,15.952,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870213_n07_v1.1_n.bin'],north
2/15/87,15.977,1987,2,15,15.977,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870215_n07_v1.1_n.bin'],north
2/17/87,16.169,1987,2,17,16.169,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870217_n07_v1.1_n.bin'],north
2/19/87,16.136,1987,2,19,16.136,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870219_n07_v1.1_n.bin'],north
2/21/87,16.293,1987,2,21,16.293,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870221_n07_v1.1_n.bin'],north
2/23/87,16.275,1987,2,23,16.275,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870223_n07_v1.1_n.bin'],north
2/25/87,16.276,1987,2,25,16.276,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870225_n07_v1.1_n.bin'],north
2/27/87,16.265,1987,2,27,16.265,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870227_n07_v1.1_n.bin'],north
3/1/87,16.059,1987,3,1,16.059,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870301_n07_v1.1_n.bin'],north
3/3/87,15.874,1987,3,3,15.874,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870303_n07_v1.1_n.bin'],north
3/5/87,15.936,1987,3,5,15.936,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870305_n07_v1.1_n.bin'],north
3/7/87,15.78,1987,3,7,15.78,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870307_n07_v1.1_n.bin'],north
3/9/87,15.713,1987,3,9,15.713,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870309_n07_v1.1_n.bin'],north
3/11/87,15.778,1987,3,11,15.778,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870311_n07_v1.1_n.bin'],north
3/13/87,15.844,1987,3,13,15.844,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870313_n07_v1.1_n.bin'],north
3/15/87,15.902,1987,3,15,15.902,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870315_n07_v1.1_n.bin'],north
3/17/87,15.886,1987,3,17,15.886,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870317_n07_v1.1_n.bin'],north
3/19/87,15.75,1987,3,19,15.75,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870319_n07_v1.1_n.bin'],north
3/21/87,15.78,1987,3,21,15.78,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870321_n07_v1.1_n.bin'],north
3/23/87,15.778,1987,3,23,15.778,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870323_n07_v1.1_n.bin'],north
3/25/87,15.708,1987,3,25,15.708,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870325_n07_v1.1_n.bin'],north
3/27/87,15.754,1987,3,27,15.754,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870327_n07_v1.1_n.bin'],north
3/29/87,15.804,1987,3,29,15.804,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870329_n07_v1.1_n.bin'],north
3/31/87,15.709,1987,3,31,15.709,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870331_n07_v1.1_n.bin'],north
4/2/87,15.626,1987,4,2,15.626,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870402_n07_v1.1_n.bin'],north
4/4/87,15.506,1987,4,4,15.506,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870404_n07_v1.1_n.bin'],north
4/6/87,15.539,1987,4,6,15.539,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1987/nt_19870406_n07_v1.1_n.bin'],north
